Date,Operator,Flight phase,Crash location,Total fatalities,Crash cause,Crash year,U Year,Total Death,,P Year,P Count,Operator,Op fatalities,
10/27/1973,Aeroflot - Russian International Airlines,Takeoff (climb),Kolpashevo Tomsk oblast,0,Weather,1973,,,,,,,,
10/29/1973,Compagnie Antillaise de Transport Aérien - CATA,Flight,Mt Gimie All Saint Lucia,4,Human factor,1973,,,,,,,,
10/29/1973,Private New Zealand,Flight,Auckland Auckland Council,0,Unknown,1973,,,,,,,,
10/30/1973,Air America,Landing (descent or approach),Lam Son Ð<U+1ED3>ng Nai Province,0,Technical failure,1973,,,,,,,,
10/31/1973,Jack N. Bostwick,Takeoff (climb),La Verne-Brackett Field California,2,Human factor,1973,,,,,,,,
11/1/1973,Chilean Navy,Flight,Quilpué Región de Valparaíso,3,Technical failure,1973,,,,,,,,
11/1/1973,Private Bolivian,Flight,Rancho Alegre Beni,0,Technical failure,1973,,,,,,,,
11/2/1973,Lineas Aéreas La Urraca,Landing (descent or approach),Villavicencio Meta,6,Technical failure,1973,,,,,,,,
11/3/1973,Joseph P. White,Flight,Raymond Ohio,2,Unknown,1973,,,,,,,,
11/3/1973,Pan American World Airways - PAA,Landing (descent or approach),Boston-Logan Massachusetts,3,Technical failure,1973,,,,,,,,
11/4/1973,Aeroflot - Russian International Airlines,Flight,Kirensk Irkutsk oblast,0,Technical failure,1973,,,,,,,,
11/6/1973,Khmer Air Force,Takeoff (climb),Battambang Battambang,0,Unknown,1973,,,,,,,,
11/10/1973,Private Nicaraguan,Flight,Prinzapolka Región Autónoma del Atlántico Norte,0,Unknown,1973,,,,,,,,
11/12/1973,Rousseau Aviation,Flight,Craon Mayenne,0,Technical failure,1973,,,,,,,,
11/14/1973,King Tire Company,Landing (descent or approach),Plymouth Indiana,5,Human factor,1973,,,,,,,,
11/16/1973,Princeton American Airlines,Flight,West Stockbridge Massachusetts,4,Technical failure,1973,,,,,,,,
11/16/1973,United States Navy - USN,Takeoff (climb),Chania Crete / <U+039A><U+03C1><U+03AE>t<U+03B7>,7,Technical failure,1973,,,,,,,,
11/17/1973,Air Vietnam,Landing (descent or approach),Qu<U+1EA3>ng Ngãi Ð<U+1ED3>ng Nai Province,27,Human factor,1973,,,,,,,,
11/17/1973,Compania STOL,Flight,Mt El Ratan Colón,0,Unknown,1973,,,,,,,,
11/20/1973,Aeroflot - Russian International Airlines,Landing (descent or approach),Kazan-Borisoglebskoye Republic of Tatarstan,0,Unknown,1973,,,,,,,,
11/21/1973,United States Navy - USN,Flight,Sólheimasandur Southern Region (Suðurland),0,Weather,1973,,,,,,,,
11/21/1973,Landis Sales,Flight,Roosevelt Utah,2,Technical failure,1973,,,,,,,,
11/22/1973,Private American,Landing (descent or approach),Birmingham Alabama,1,Human factor,1973,,,,,,,,
11/23/1973,Fort Wainwright Air,Landing (descent or approach),Galena Alaska,1,Human factor,1973,,,,,,,,
11/23/1973,Italian Air Force - Aeronautica Militare Italiana,Flight,Venice Veneto,4,Unknown,1973,,,,,,,,
11/25/1973,Air America,Landing (descent or approach),Ban Boua Mu Xieng Khouang Province,1,Unknown,1973,,,,,,,,
11/27/1973,SMB Stage Line,Landing (descent or approach),Muscatine Iowa,1,Weather,1973,,,,,,,,
11/27/1973,Eastern Airlines,Landing (descent or approach),Akron-Canton Ohio,0,Human factor,1973,,,,,,,,
11/27/1973,Delta Airlines,Landing (descent or approach),Chattanooga Tennessee,0,Human factor,1973,,,,,,,,
11/27/1973,Royal Air Force - RAF,Landing (descent or approach),Little Rissington AFB Gloucestershire,0,Human factor,1973,,,,,,,,
11/28/1973,WSK - Wytwórnia Sprzetu Komunikacyjnego,Flight,Sadów West Pomeranian Voivodeship (Zachodniopomorskie),0,Unknown,1973,,,,,,,,
11/28/1973,Europair,Landing (descent or approach),Angoulême-Cognac (Brie-Champniers) Charente,1,Unknown,1973,,,,,,,,
11/29/1973,Opa Locka Flight Service,Landing (descent or approach),San Vicente Chiapas,0,Technical failure,1973,,,,,,,,
11/30/1973,Government of the Province of Misiones,Landing (descent or approach),Puerto Iguazú Misiones,5,Technical failure,1973,,,,,,,,
12/3/1973,Sultan of Oman Air Force,NA,Tawi Atair Dhofar Governorate,0,Unknown,1973,,,,,,,,
12/3/1973,Guyana Airways,Landing (descent or approach),Kurupung Cuyuni-Mazaruni,3,Unknown,1973,,,,,,,,
12/3/1973,Air Union Laos,Takeoff (climb),Phnom Penh-Pochentong Phnom Penh,0,Unknown,1973,,,,,,,,
12/4/1973,Austral Lineas Aéreas,Takeoff (climb),Bahía Blanca-Comandante Espora Buenos Aires province,0,Human factor,1973,,,,,,,,
12/5/1973,Karns International Airlines,Landing (descent or approach),Canton-Plymouth-Mettetal Michigan,0,Technical failure,1973,,,,,,,,
12/7/1973,Aeroflot - Russian International Airlines,Landing (descent or approach),Moscow-Domodedovo Moscow oblast,12,Human factor,1973,,,,,,,,
12/7/1973,Wyman Pilot Services,Takeoff (climb),Pittsburgh-Intl Pennsylvania,2,Human factor,1973,,,,,,,,
12/7/1973,British Army Air Corps,Takeoff (climb),Münster North Rhine-Westphalia,0,Human factor,1973,,,,,,,,
12/7/1973,Transaéreos Illimani,Landing (descent or approach),Santa Ana Santa Cruz,0,Technical failure,1973,,,,,,,,
12/11/1973,United States Navy - USN,Flight,Great Sitkin Island Alaska,10,Human factor,1973,,,,,,,,
12/12/1973,Fred. Olsen's Air Transport - Fred. Olsen Flyselskap,Takeoff (climb),Norwich Norfolk,0,Other causes,1973,,,,,,,,
12/13/1973,Aerolineas Comerciales Nacionales - ALCON,Landing (descent or approach),Trinidad-Jorge Heinrich Arauz Beni,0,Human factor,1973,,,,,,,,
12/13/1973,Yemenia Yemen Airways,Landing (descent or approach),Ta'izz Ta'izz (<U+062A><U+0639><U+0632>),0,Unknown,1973,,,,,,,,
12/14/1973,Rhoades International,Takeoff (climb),Lansing Michigan,0,Human factor,1973,,,,,,,,
12/15/1973,Aircraft Pool Leasing Corporation,Takeoff (climb),Miami-Intl Florida,9,Other causes,1973,,,,,,,,
12/15/1973,Air Union Laos,Landing (descent or approach),Phnom Penh-Pochentong Phnom Penh,0,Technical failure,1973,,,,,,,,
12/15/1973,UC Leasing Company,Flight,Mexico All Mexico,0,Unknown,1973,,,,,,,,
12/16/1973,Aeroflot - Russian International Airlines,Flight,Karacharovo Tver oblast,51,Technical failure,1973,,,,,,,,
12/17/1973,Iberia - Lineas Aéreas de Espana,Landing (descent or approach),Boston-Logan Massachusetts,0,Weather,1973,,,,,,,,
12/17/1973,Pan American World Airways - PAA,Parking,Rome-Fiumicino-Leonardo da Vinci Lazio,33,"Terrorism act, Hijacking, Sabotage",1973,,,,,,,,
12/17/1973,Transportes Aéreos Suravia,Landing (descent or approach),Puerto Aysén Región Aysén del General Carlos Ibáñez del Campo,3,Technical failure,1973,,,,,,,,
12/17/1973,Air Gaspé,Landing (descent or approach),Gaspé Quebec,0,Unknown,1973,,,,,,,,
12/19/1973,Aeroflot - Russian International Airlines,Flight,Urzhum Kirov oblast,2,Weather,1973,,,,,,,,
12/20/1973,Tricon Airlines,Takeoff (climb),Waco Texas,0,Other causes,1973,,,,,,,,
12/20/1973,Federal Land Bank of Columbia,Landing (descent or approach),Columbia South Carolina,2,Human factor,1973,,,,,,,,
12/20/1973,Lufthansa,Landing (descent or approach),New Delhi-Palam National Capital Territory of Delhi,0,Human factor,1973,,,,,,,,
12/21/1973,Seventy Airways,Takeoff (climb),Endicott New York,0,Human factor,1973,,,,,,,,
12/21/1973,TAM Bolivia - Transporte Aéreo Militar Boliviano,Landing (descent or approach),Talara Piura,6,Human factor,1973,,,,,,,,
12/21/1973,Aeroflot - Russian International Airlines,Landing (descent or approach),Yerevan Yerevan,0,Human factor,1973,,,,,,,,
12/22/1973,Sobelair,Landing (descent or approach),Tétouan Tangier-Tétouan,106,Human factor,1973,,,,,,,,
12/22/1973,Adastra Airways - Adastra Aerial Surveys,Takeoff (climb),Horn Island Queensland,0,Technical failure,1973,,,,,,,,
12/23/1973,Aeroflot - Russian International Airlines,Takeoff (climb),Vinniki Lviv Oblast,17,Technical failure,1973,,,,,,,,
12/23/1973,Cruzeiro do Sul,Landing (descent or approach),"Ponta Pelada AFB, Manaus Amazonas",0,Human factor,1973,,,,,,,,
12/24/1973,Aeroflot - Russian International Airlines,Flight,Khantaiskoye Ozero Krasnoyarsk Krai,1,Human factor,1973,,,,,,,,
12/26/1973,Tricon Airlines,Takeoff (climb),Dallas-Love Field Texas,1,Other causes,1973,,,,,,,,
12/27/1973,American Sign %26 Indicator Corporation,Landing (descent or approach),Walla Walla Washington,1,Human factor,1973,,,,,,,,
12/27/1973,Shawnee Airlines,Landing (descent or approach),West Palm Beach Florida,0,Technical failure,1973,,,,,,,,
12/28/1973,Island Air Transport,Takeoff (climb),Lihue Hawaii,0,Technical failure,1973,,,,,,,,
12/28/1973,Executive Funds,Landing (descent or approach),Durban KwaZulu-Natal,1,Technical failure,1973,,,,,,,,
12/29/1973,Carson Helicopters,Takeoff (climb),Ann Arbor Michigan,0,Human factor,1973,,,,,,,,
12/29/1973,Rousseau Aviation,Landing (descent or approach),Dole-Tavaux Jura,0,Unknown,1973,,,,,,,,
12/29/1973,Air America,Landing (descent or approach),Ðà L<U+1EA1>t Lâm Ð<U+1ED3>ng Province,0,Unknown,1973,,,,,,,,
12/31/1973,Linea Aeropostal Venezolana - LAV,Landing (descent or approach),Venezuela All Venezuela,0,Unknown,1973,,,,,,,,
12/31/1973,Ray Geophysical,Flight,Tombouctou Tombouctou,0,Technical failure,1973,,,,,,,,
12/31/1973,Aerangol,Landing (descent or approach),Vila Gago Coutinho Moxico,0,Human factor,1973,,,,,,,,
1/1/1974,Aerolinee Itavia,Landing (descent or approach),Torino-Caselle Piedmont,38,Human factor,1974,,,,,,,,
1/2/1974,Jim Lewis,Flight,Kerrville Texas,2,Human factor,1974,,,,,,,,
1/4/1974,Midwest Oil Corporation,Takeoff (climb),Midland Texas,2,Unknown,1974,,,,,,,,
1/4/1974,National Agricultural Organisation,NA,Sudan All Sudan,0,Unknown,1974,,,,,,,,
1/5/1974,Aeropesca Colombia,Landing (descent or approach),Bogotá-El Dorado Bogotá Capital District,0,Technical failure,1974,,,,,,,,
1/6/1974,Air East,Landing (descent or approach),Johnstown Pennsylvania,12,Human factor,1974,,,,,,,,
1/6/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Mukachevo Zakarpattia Oblast,24,Weather,1974,,,,,,,,
1/6/1974,Servicios Aéreos Bolivianos - SAB,Flight,Unduavi La Paz,4,Human factor,1974,,,,,,,,
1/7/1974,Indian Air Force - Bharatiya Vayu Sena,Takeoff (climb),Chennai Tamil Nadu,0,Human factor,1974,,,,,,,,
1/7/1974,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Vitebsk Vitebsk voblast,26,Weather,1974,,,,,,,,
1/8/1974,Portuguese Air Force - Força Aerea Portuguesa,Landing (descent or approach),Lichinga Niassa,0,"Terrorism act, Hijacking, Sabotage",1974,,,,,,,,
1/9/1974,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Takeoff (climb),Florencia Caquetá,32,Human factor,1974,,,,,,,,
1/10/1974,Interstate Auto and Aircraft Parts,Takeoff (climb),Jacksonville Florida,5,Technical failure,1974,,,,,,,,
1/10/1974,TAM Bolivia - Transporte Aéreo Militar Boliviano,Flight,Bolivia All Bolivia,24,Weather,1974,,,,,,,,
1/11/1974,Yingling Aircraft,Takeoff (climb),Tulsa Oklahoma,0,Human factor,1974,,,,,,,,
1/11/1974,UC Leasing Company,Landing (descent or approach),Novato-Gnoss Field California,2,Human factor,1974,,,,,,,,
1/11/1974,Florida Airways International,Landing (descent or approach),Placida Florida,0,Human factor,1974,,,,,,,,
1/14/1974,Air Caribbean,Landing (descent or approach),Pompano Beach Florida,3,Technical failure,1974,,,,,,,,
1/14/1974,Al Harmon,Flight,Sells Arizona,1,Human factor,1974,,,,,,,,
1/15/1974,Kerr-McGee Corporation,Landing (descent or approach),Oklahoma City Oklahoma,2,Human factor,1974,,,,,,,,
1/16/1974,Trans World Airlines - TWA,Landing (descent or approach),Los Angeles California,0,Human factor,1974,,,,,,,,
1/17/1974,Cessnyca,Flight,Chigorodó Antioquia,12,Unknown,1974,,,,,,,,
1/18/1974,Federal Express - FedEx,Landing (descent or approach),Fort Worth-Meacham Texas,0,Human factor,1974,,,,,,,,
1/18/1974,Khmer Air Force,Landing (descent or approach),Kampong Chhnang Kampong Chhnang,0,Unknown,1974,,,,,,,,
1/18/1974,Chilean Air Force - Fuerza Aérea de Chile,Flight,Chaitén Región de Los Lagos,0,Unknown,1974,,,,,,,,
1/19/1974,TAM Bolivia - Transporte Aéreo Militar Boliviano,Landing (descent or approach),Laja La Paz,0,Technical failure,1974,,,,,,,,
1/20/1974,Marc-Land,Flight,Hatch Utah,6,Human factor,1974,,,,,,,,
1/21/1974,Garuda Indonesian Airways,Landing (descent or approach),Broome Western Australia,0,Weather,1974,,,,,,,,
1/22/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Yegorlykskaya Rostov oblast,2,Human factor,1974,,,,,,,,
1/24/1974,Togolese Air Force - Forces aériennes togolaises,Landing (descent or approach),Sara Kawa Kara,6,Unknown,1974,,,,,,,,
1/25/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Rostov-on-Don Rostov oblast,4,Technical failure,1974,,,,,,,,
1/25/1974,Kinzig Tool Company,Landing (descent or approach),Willoughby Ohio,6,Human factor,1974,,,,,,,,
1/26/1974,Turkish Airlines - THY Türk Hava Yollari,Takeoff (climb),Izmir-Cumaovasi Aegean Region (Ege Bölgesi),66,Weather,1974,,,,,,,,
1/30/1974,Pan American World Airways - PAA,Landing (descent or approach),Pago Pago All American Samoa,97,Human factor,1974,,,,,,,,
1/31/1974,Khmer Air Force,Takeoff (climb),Siem Reap Siem Reap,0,Unknown,1974,,,,,,,,
1/31/1974,Khmer Air Force,Flight,Cambodia All Cambodia,0,Unknown,1974,,,,,,,,
2/2/1974,Transbrasil,Landing (descent or approach),São Paulo-Congonhas São Paulo,0,Weather,1974,,,,,,,,
2/5/1974,Court Insurance Company,Flight,Cynthiana Kentucky,3,Unknown,1974,,,,,,,,
2/5/1974,Aeroflot - Russian International Airlines,Flight,Makhachkala Republic of Dagestan,0,Human factor,1974,,,,,,,,
2/6/1974,Aerolineas Comerciales Nacionales - ALCON,Landing (descent or approach),San Juan Potosí,0,Technical failure,1974,,,,,,,,
2/8/1974,United States Air Force - USAF,Takeoff (climb),Beale AFB California,8,Technical failure,1974,,,,,,,,
2/9/1974,United States Air Force - USAF,Flight,Colorado Springs Colorado,7,Human factor,1974,,,,,,,,
2/10/1974,Pellet Air,Flight,Bahamas All Bahamas,1,Unknown,1974,,,,,,,,
2/13/1974,Yacimientos Petroliferos Fiscales Bolivianos - YPFB,Takeoff (climb),Lima-Callao-Jorge Chávez Lima,6,Unknown,1974,,,,,,,,
2/14/1974,Semo Aviation,Landing (descent or approach),Tullahoma-William Northern Field Tennessee,0,Technical failure,1974,,,,,,,,
2/15/1974,Roberto Suarez,NA,Santa Cruz Santa Cruz,0,Unknown,1974,,,,,,,,
2/20/1974,Empire Gas Corporation,Flight,Lebanon-Floyd W. Jones Missouri,1,Human factor,1974,,,,,,,,
2/20/1974,Air Vietnam,Landing (descent or approach),Hu<U+1EBF> Th<U+1EEB>a Thiên–Hu<U+1EBF> Province,3,"Terrorism act, Hijacking, Sabotage",1974,,,,,,,,
2/23/1974,SAVCO - Servicios Aéreos Virgen de Copacabana,Flight,San Ignacio de Moxos Beni,7,Other causes,1974,,,,,,,,
2/23/1974,Taxi Aéreo El Llanero,Flight,Cali Valle del Cauca,0,Technical failure,1974,,,,,,,,
2/23/1974,Khmer Air Force,Flight,Kampong Thom Kampong Thom,0,Unknown,1974,,,,,,,,
2/24/1974,C %26 L Timber Company,Landing (descent or approach),Williamstown West Virginia,4,Weather,1974,,,,,,,,
2/27/1974,Brethour Realty Services,Flight,Frobisher Bay Nunavut,9,Technical failure,1974,,,,,,,,
2/28/1974,Imperial Iranian Air Force,Landing (descent or approach),Tehran-Mehrabad Tehran City District,10,Unknown,1974,,,,,,,,
3/1/1974,Great Western Airlines,Flight,Fort Scott Kansas,0,Technical failure,1974,,,,,,,,
3/2/1974,Capital National Corporation,Flight,Glenwood Springs Colorado,5,Human factor,1974,,,,,,,,
3/3/1974,Turkish Airlines - THY Türk Hava Yollari,Flight,Ermenonville Oise,346,Technical failure,1974,,,,,,,,
3/3/1974,Tiffany Realty,Flight,Lake Placid Florida,1,Human factor,1974,,,,,,,,
3/3/1974,Aer Turas,Landing (descent or approach),Luton Bedfordshire,0,Human factor,1974,,,,,,,,
3/3/1974,L. Eduardo,Flight,Normandia Beni,0,Technical failure,1974,,,,,,,,
3/5/1974,Pacific Southwest Airlines - PSA,Flight,Borrego Springs California,0,Human factor,1974,,,,,,,,
3/5/1974,United States Air Force - USAF,Takeoff (climb),McConnell AFB Kansas,2,Technical failure,1974,,,,,,,,
3/5/1974,North Coast Air Services,Takeoff (climb),Prince Rupert British Columbia,3,Unknown,1974,,,,,,,,
3/8/1974,Pathet Lao Airlines,Landing (descent or approach),Hanoi Hà N<U+1ED9>i City District,18,Unknown,1974,,,,,,,,
3/9/1974,Macair - Melanesian Airline Company,Landing (descent or approach),Kanabea Gulf,1,Unknown,1974,,,,,,,,
3/13/1974,Sierra Pacific Airlines - SPA,Takeoff (climb),Bishop California,36,Human factor,1974,,,,,,,,
3/13/1974,Skyway Airlines,Flight,Bankstown New South Wales,2,Human factor,1974,,,,,,,,
3/15/1974,Sterling Airways,Taxiing,Tehran-Mehrabad Tehran City District,15,Technical failure,1974,,,,,,,,
3/21/1974,Bolivian Air Force - Fuerza Aérea Boliviana,NA,Trabuco Beni,0,Unknown,1974,,,,,,,,
3/22/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Kirov Kirov oblast,3,Technical failure,1974,,,,,,,,
3/23/1974,Cim Associates,Landing (descent or approach),Asunción-Silvio Pettirossi Central,0,Unknown,1974,,,,,,,,
3/24/1974,MU-2 Corporation,Takeoff (climb),Gander Newfoundland & Labrador,2,Unknown,1974,,,,,,,,
3/25/1974,Thames Aerial Topdressing Company,Flight,Pukekohe Auckland Council,1,Human factor,1974,,,,,,,,
3/29/1974,Electro-Enterprises,Flight,Bunker Missouri,5,Human factor,1974,,,,,,,,
3/29/1974,Empresa de Transportes Aéreos de Porto Amélia,Landing (descent or approach),Mueda Cabo Delgado,1,Unknown,1974,,,,,,,,
3/31/1974,Air South,Taxiing,Brunswick-Malcolm McKinnon Georgia,0,Technical failure,1974,,,,,,,,
4/3/1974,Munz Northern Airlines,Landing (descent or approach),Elim Alaska,0,Human factor,1974,,,,,,,,
4/4/1974,Wenela Air Services,Takeoff (climb),Gaborone-Seretse Khama South-East District,78,Human factor,1974,,,,,,,,
4/6/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Ust-Kuyga Republic of Yakutia (Sakha),0,Human factor,1974,,,,,,,,
4/7/1974,Air Zaïre,Landing (descent or approach),Gemena Équateur,0,Weather,1974,,,,,,,,
4/9/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Kazan-Borisoglebskoye Republic of Tatarstan,0,Human factor,1974,,,,,,,,
4/11/1974,North American Industries,Landing (descent or approach),La Grande Oregon,3,Human factor,1974,,,,,,,,
4/11/1974,Island Air USA,Flight,Hilo Hawaii,11,Human factor,1974,,,,,,,,
4/12/1974,Great Western Airlines,Landing (descent or approach),Cheyenne Wyoming,0,Human factor,1974,,,,,,,,
4/16/1974,Aeroflot - Russian International Airlines,Flight,Kutaisi Imereti,0,Weather,1974,,,,,,,,
4/18/1974,Robert C. Taylor,NA,Balaclava Saint Elizabeth,0,Unknown,1974,,,,,,,,
4/19/1974,Benders Spreading Services,Flight,Hamilton Tasmania,2,Human factor,1974,,,,,,,,
4/20/1974,United States Air Force - USAF,Landing (descent or approach),Agana-Antonio Borja Won Pat All Guam Island,6,Human factor,1974,,,,,,,,
4/20/1974,Air Union Laos,Landing (descent or approach),Svay Rieng Svay Rieng,6,Unknown,1974,,,,,,,,
4/22/1974,Pan American World Airways - PAA,Landing (descent or approach),Denpasar-I Gusti Ngurah Rai Bali,107,Technical failure,1974,,,,,,,,
4/26/1974,Indian Air Force - Bharatiya Vayu Sena,NA,India All India,0,Unknown,1974,,,,,,,,
4/27/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Leningrad-Pulkovo Leningrad oblast,109,Technical failure,1974,,,,,,,,
4/28/1974,Air America,Landing (descent or approach),Sala Phou Khoun Xieng Khouang Province,0,Human factor,1974,,,,,,,,
4/30/1974,Metro Airlines,Takeoff (climb),Galveston Texas,6,Human factor,1974,,,,,,,,
4/30/1974,Burma Airways,Landing (descent or approach),Bassein Ayeyarwady Region,0,Human factor,1974,,,,,,,,
5/1/1974,Aeroflot - Russian International Airlines,Takeoff (climb),SP-22 Polar Station Krasnoyarsk Krai,1,Human factor,1974,,,,,,,,
5/2/1974,ATESA - Aero Taxis Ecuatorianos,Flight,Baños de Agua Santa Tungurahua,20,Human factor,1974,,,,,,,,
5/2/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Rostov-on-Don Rostov oblast,1,Human factor,1974,,,,,,,,
5/3/1974,Lease Adventure,Takeoff (climb),Miami-Opa Locka Florida,0,Human factor,1974,,,,,,,,
5/5/1974,Tulakes Aviation Company,Takeoff (climb),Braco Trelawny,0,"Terrorism act, Hijacking, Sabotage",1974,,,,,,,,
5/6/1974,Fragtflug,Landing (descent or approach),Nuremberg Bavaria,3,Human factor,1974,,,,,,,,
5/6/1974,Portuguese Air Force - Força Aerea Portuguesa,Flight,Mueda Cabo Delgado,0,"Terrorism act, Hijacking, Sabotage",1974,,,,,,,,
5/9/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Ivano-Frankivsk Ivano-Frankivsk Oblast,0,Human factor,1974,,,,,,,,
5/11/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Shaki Shaki-Zaqatala,8,Human factor,1974,,,,,,,,
5/12/1974,Aeroflot - Russian International Airlines,Flight,Kichma Kirov oblast,2,Human factor,1974,,,,,,,,
5/13/1974,Air America,Flight,Tây Ninh Tây Ninh Province,0,"Terrorism act, Hijacking, Sabotage",1974,,,,,,,,
5/13/1974,Aeroflot - Russian International Airlines,Flight,Crimea Autonomous Republic of Crimea,0,Human factor,1974,,,,,,,,
5/15/1974,Kenyan Government,Flight,Addis Ababa-Bole Addis Ababa City District,0,Unknown,1974,,,,,,,,
5/19/1974,U.S. Department of the Interior,Takeoff (climb),Anchorage-Ted Stevens Intl Alaska,0,Human factor,1974,,,,,,,,
5/19/1974,Royal Canadian Air Force - RCAF,Flight,Baudette Minnesota,0,Unknown,1974,,,,,,,,
5/19/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Samarkand Samarkand Province (Samarqand viloyati),0,Unknown,1974,,,,,,,,
5/23/1974,Aeroflot - Russian International Airlines,Landing (descent or approach),Kiev-Zhuliany-Igor Sikorsky Kiev oblast,29,Human factor,1974,,,,,,,,
5/23/1974,Saturn Airways,Flight,Springfield Illinois,4,Technical failure,1974,,,,,,,,
5/24/1974,Aeroflot - Russian International Airlines,Flight,Burabay Akmola,15,Human factor,1974,,,,,,,,
5/26/1974,Indonesian Navy - TNI-AL Tentara Nasional Indonesia - Angkatan Laut,Flight,Manado North Sulawesi,10,Human factor,1974,,,,,,,,
5/28/1974,Air Union Laos,Landing (descent or approach),Kompong Som Kampong Thom,0,Unknown,1974,,,,,,,,
5/30/1974,United States Air Force - USAF,Landing (descent or approach),Wright-Patterson AFB (Dayton) Ohio,0,Technical failure,1974,,,,,,,,
5/31/1974,East West Airlines - Australia,Landing (descent or approach),Bathurst New South Wales,0,Weather,1974,,,,,,,,
5/31/1974,Airstream West,Takeoff (climb),Logan-Cache Utah,0,Technical failure,1974,,,,,,,,
5/31/1974,Crédit Bail Haussmann,Flight,Glux-en-Glenne Nièvre,4,Human factor,1974,,,,,,,,
5/31/1974,Lambair - Lamb Airways,Landing (descent or approach),Rankin Inlet Nunavut,2,Technical failure,1974,,,,,,,,
6/7/1974,Varbus Enterprises,Takeoff (climb),Santee-Gillespie Field California,2,Human factor,1974,,,,,,,,
6/8/1974,Aerolineas TAO,Landing (descent or approach),Cúcuta-Camilo Daza Norte de Santander,44,Technical failure,1974,,,,,,,,
6/9/1974,Air Alpes,Flight,Saint-Jean-d’Ardières Rhône,2,Unknown,1974,,,,,,,,
6/10/1974,Aeroflot - Russian International Airlines,Taxiing,Vladivostok Primorsky Krai,0,Unknown,1974,,,,,,,,
6/12/1974,Master Equipment Company,Flight,Winslow Arizona,2,Human factor,1974,,,,,,,,
6/12/1974,Pleasant Financing Company,Flight,Kahului Hawaii,0,Technical failure,1974,,,,,,,,
6/13/1974,Private South African,Landing (descent or approach),Grand Central (Midrand) Gauteng,0,Technical failure,1974,,,,,,,,
6/15/1974,Seiz Corp.,Takeoff (climb),Perkasie-Pennridge Pennsylvania,3,Unknown,1974,,,,,,,,
6/19/1974,Ontario Central Airlines,Flight,Sachigo Lake Ontario,1,Human factor,1974,,,,,,,,
6/20/1974,Aeroflot - Russian International Airlines,NA,Kyzyl Republic of Tuva,0,Unknown,1974,,,,,,,,
6/22/1974,Holladay Aero Sales,Landing (descent or approach),Petersburg Virginia,2,Human factor,1974,,,,,,,,
6/22/1974,Transavia,Taxiing,Amsterdam-Schiphol North Holland,0,Unknown,1974,,,,,,,,
6/24/1974,Aeroflot - Russian International Airlines,Takeoff (climb),Tashkent-Yuzhny Tashkent Province (Toshkent viloyati),1,Other causes,1974,,,,,,,,
6/24/1974,IBM - International Business Machines,Flight,Kline South Carolina,3,Technical failure,1974,,,,,,,,
6/27/1974,SS%26T Aerial Contractors,Flight,Safford Arizona,2,Human factor,1974,,,,,,,,
6/27/1974,Cambodia Air Commercial,Takeoff (climb),Battambang Battambang,19,Human factor,1974,,,,,,,,
6/27/1974,Brazilian Air Force - Força Aérea Brasileira,Takeoff (climb),Campo dos Afonsos AFB Rio de Janeiro,2,Unknown,1974,,,,,,,,
6/28/1974,Aeroflot - Russian International Airlines,Flight,Petrovka North Kazakhstan,1,Human factor,1974,,,,,,,,
6/29/1974,Aeroflot - Russian International Airlines,Flight,Demidovo Voronezh oblast,1,Technical failure,1974,,,,,,,,
7/1/1974,Continental Air Services,NA,Sam Thong Xieng Khouang Province,0,Unknown,1974,,,,,,,,
7/2/1974,Republic of Korea Air Force,Flight,South Korea All South Korea,6,Technical failure,1974,,,,,,,,
7/3/1974,Fontana Aviation,Landing (descent or approach),Iron Mountain Michigan,1,Human factor,1974,,,,,,,,
7/4/1974,Aeroflot - Russian International Airlines,Flight,Usinsk Republic of Komi,2,Human factor,1974,,,,,,,,
7/5/1974,Topps Factory Outlet of Nashville,Flight,Chatsworth Georgia,1,Human factor,1974,,,,,,,,
7/5/1974,Aeroflot - Russian International Airlines,NA,Shumanay Karakalpakstan (Qaraqalpaqstan Respublikasi),0,Unknown,1974,,,,,,,,
7/6/1974,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Sinitsyno Saratov oblast,5,Other causes,1974,,,,,,,,
7/8/1974,Duncan Aviation,Landing (descent or approach),Point Hope Alaska,0,Technical failure,1974,,,,,,,,
7/9/1974,Wyman Pilot Services,Takeoff (climb),Hillsboro-Highland County Ohio,0,Human factor,1974,,,,,,,,
7/9/1974,Egyptair,Landing (descent or approach),Cairo-Intl Cairo,6,Human factor,1974,,,,,,,,
7/9/1974,Intermountain Aviation,Takeoff (climb),Mt Baldy Arizona,0,Human factor,1974,,,,,,,,
