Date,Operator,Flight phase,Crash location,Total fatalities,Crash cause,Crash year,U Year,Total Death,,P Year,P Count,Operator,Op fatalities,
11/5/2000,Cameroon Airlines,Landing (descent or approach),Paris-Roissy-CDG Val-d'Oise,0,Human factor,2000,,,,,,,,
11/5/2000,Cheboksary Aviation Enterprise - Cheboksarskoe Aviapredpriatie,Takeoff (climb),Cheboksary Republic of Chuvashia,0,Human factor,2000,,,,,,,,
11/6/2000,Air San Luis,Landing (descent or approach),Selma California,1,Human factor,2000,,,,,,,,
11/7/2000,Malu Aviation,Takeoff (climb),Luabo Zambezia,1,Technical failure,2000,,,,,,,,
11/9/2000,Superior Aviation,Takeoff (climb),Fort Wayne Indiana,1,Technical failure,2000,,,,,,,,
11/9/2000,Salvadorian Air Force - Fuerza Aérea Salvadoreña,Landing (descent or approach),Chilanga Morazán,0,Technical failure,2000,,,,,,,,
11/10/2000,Aerohawk Aviation,Landing (descent or approach),Idaho Falls Idaho,2,Human factor,2000,,,,,,,,
11/13/2000,Ghana Airways,Landing (descent or approach),Conakry-Gbessia Conakry Region,0,Technical failure,2000,,,,,,,,
11/13/2000,Champagne Airlines,Landing (descent or approach),Reims-Prunay Marne,2,Human factor,2000,,,,,,,,
11/15/2000,Asa Pesada,Takeoff (climb),Luanda-4 de Fevereiro Luanda,57,Technical failure,2000,,,,,,,,
11/18/2000,Dirgantara Air Service,Takeoff (climb),Datah Dawai East Kalimantan,0,Other causes,2000,,,,,,,,
11/24/2000,Jim Mitchell Aviation,Takeoff (climb),Lynchburg Virginia,0,Technical failure,2000,,,,,,,,
11/25/2000,Mayoral Executive Jet,Landing (descent or approach),Córdoba Andalusia,1,Human factor,2000,,,,,,,,
11/28/2000,Aero Condor - Servicio de Transporte Aéreo Turistico - STAT,Landing (descent or approach),Trujillo La Libertad,0,Technical failure,2000,,,,,,,,
11/29/2000,Airtran Airways,Landing (descent or approach),Atlanta-William Berry Hartsfield Georgia,0,Human factor,2000,,,,,,,,
11/30/2000,Gardner Aircraft Sales,Flight,Fortingall Perthshire,1,Weather,2000,,,,,,,,
12/5/2000,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Landing (descent or approach),Tres Esquinas Caquetá,0,Technical failure,2000,,,,,,,,
12/10/2000,Four Twenty One,Landing (descent or approach),Norman-University of Oklahoma Westheimer Oklahoma,2,Human factor,2000,,,,,,,,
12/11/2000,Gabonese Air Force - Forces Aériennes Gabonaises,Flight,Gabon All Gabon,3,Unknown,2000,,,,,,,,
12/14/2000,Gordon E. Montgomery,Landing (descent or approach),Belvidere North Carolina,1,Human factor,2000,,,,,,,,
12/15/2000,Private New Zealand,Takeoff (climb),Raglan Waikato Regional Council,0,Unknown,2000,,,,,,,,
12/16/2000,Agropecuária J. Caetano,Takeoff (climb),São Paulo-Congonhas São Paulo,7,Human factor,2000,,,,,,,,
12/16/2000,Lesotho Defence Force,Landing (descent or approach),Mokhotlong Mokhotlong,0,Human factor,2000,,,,,,,,
12/19/2000,Augusto César Lemos Belo,Landing (descent or approach),Anápolis Goiás,0,Human factor,2000,,,,,,,,
12/20/2000,Everts Air Cargo,Flight,Mt Redoubt Alaska,2,Human factor,2000,,,,,,,,
12/20/2000,TS Aviation,Takeoff (climb),Nosara Guanacaste (North Pacific),0,Technical failure,2000,,,,,,,,
12/20/2000,Million Air Charter,Landing (descent or approach),Jackson Hole Wyoming,0,Human factor,2000,,,,,,,,
12/22/2000,Mountain Air Service,Landing (descent or approach),Rangeley-Steven A. Bean Maine,2,Human factor,2000,,,,,,,,
12/23/2000,VideoVision Broadcast,Takeoff (climb),Blackbushe Hampshire,5,Human factor,2000,,,,,,,,
12/29/2000,United Express,Landing (descent or approach),Charlottesville Virginia,0,Human factor,2000,,,,,,,,
12/31/2000,Skyline Ranch Investment Company,Flight,Mt Okanagan British Columbia,4,Human factor,2000,,,,,,,,
1/4/2001,Air Response North,Takeoff (climb),Schenectady New York,0,Human factor,2001,,,,,,,,
1/4/2001,Chinese Air Force - AFPLA - Chung-Kuo Shan Min Taie Fang Tsun Pu-Tai,Landing (descent or approach),Zhengzhou AFB Henan,8,Unknown,2001,,,,,,,,
1/4/2001,Chinese Air Force - AFPLA - Chung-Kuo Shan Min Taie Fang Tsun Pu-Tai,Landing (descent or approach),Zhengzhou AFB Henan,14,Unknown,2001,,,,,,,,
1/5/2001,Air Gemini,Landing (descent or approach),Dundo Lunda Norte,1,Human factor,2001,,,,,,,,
1/6/2001,Guyana Defence Force,Landing (descent or approach),Mahdia Potaro-Siparuni,3,Human factor,2001,,,,,,,,
1/8/2001,Indonesian Navy - TNI-AL Tentara Nasional Indonesia - Angkatan Laut,Flight,Timika Special Region of Papua,9,Human factor,2001,,,,,,,,
1/9/2001,Lloyd Aéreo Boliviano - LAB Airlines,Taxiing,Buenos Aires-Ezeiza-Ministro Pistarini Buenos Aires City,0,Technical failure,2001,,,,,,,,
1/9/2001,Honduran Air Force - Fuerza Aérea Hondureña,Landing (descent or approach),Palacios Gracias a Dios,0,Human factor,2001,,,,,,,,
1/11/2001,LASA - Engenharia e Prospecções,Flight,Cascalho Bahia,3,Weather,2001,,,,,,,,
1/11/2001,Bahia Táxi Aéreo - BATA,Landing (descent or approach),Jequié Bahia,2,Human factor,2001,,,,,,,,
1/12/2001,Udélio Scodro,Flight,Água Comprida Minas Gerais,6,Human factor,2001,,,,,,,,
1/14/2001,Skydive Salt Lake,Landing (descent or approach),Tooele Valley Utah,9,Human factor,2001,,,,,,,,
1/14/2001,Ark-Air Flight,Landing (descent or approach),Troy Alabama,0,Other causes,2001,,,,,,,,
1/19/2001,Turkish Air Force - Türk Hava Kuvvetleri,Flight,Kayseri-Erkilet Central Anatolia Region (Iç Anadolu Bölgesi),3,Human factor,2001,,,,,,,,
1/23/2001,Majestic Air Cargo,Takeoff (climb),Unalaska Alaska,2,Human factor,2001,,,,,,,,
1/23/2001,Air Eagle,Landing (descent or approach),Maiduguri Borno,0,Human factor,2001,,,,,,,,
1/24/2001,Amprite Aviation,Takeoff (climb),Nashville Tennessee,4,Technical failure,2001,,,,,,,,
1/25/2001,Rutaca - Rutas Aéreas,Landing (descent or approach),Ciudad Bolívar Bolívar,24,Technical failure,2001,,,,,,,,
1/27/2001,Jet Express,Flight,Byers Colorado,10,Human factor,2001,,,,,,,,
1/27/2001,Antonov Design Bureau,Takeoff (climb),Omsk-Intl Omsk oblast,0,Technical failure,2001,,,,,,,,
1/28/2001,Rafael Perez,Landing (descent or approach),Puerto Plata Puerto Plata,7,Human factor,2001,,,,,,,,
1/30/2001,Cape Air,Landing (descent or approach),Martha’s Vineyard Massachusetts,0,Human factor,2001,,,,,,,,
1/31/2001,Líneas Aéreas Suramericanas,Landing (descent or approach),Yopal Casanare,3,Human factor,2001,,,,,,,,
1/31/2001,Everts Air Cargo,Landing (descent or approach),Donlin Creek Alaska,0,Human factor,2001,,,,,,,,
2/1/2001,Angola Air Force - Força Aérea Nacional Angolana,Landing (descent or approach),Luena Moxico,22,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
2/4/2001,Aer Arann,Landing (descent or approach),Sheffield South Yorkshire,0,Human factor,2001,,,,,,,,
2/7/2001,Iberia - Lineas Aéreas de Espana,Landing (descent or approach),Bilbao Basque Country,0,Weather,2001,,,,,,,,
2/7/2001,Argentinian Air Force - Fuerza Aérea Argentina,Flight,Morón AFB Buenos Aires province,2,Unknown,2001,,,,,,,,
2/8/2001,Northern Illinois Flight Center,Landing (descent or approach),Beaver Island Michigan,2,Human factor,2001,,,,,,,,
2/8/2001,E.A.S. Aeroservizi - Executive Aviation Services,Landing (descent or approach),Nuremberg Bavaria,3,Human factor,2001,,,,,,,,
2/10/2001,Heringer Taxi Aéreo,Landing (descent or approach),Macapá Amapá,0,Technical failure,2001,,,,,,,,
2/10/2001,Gum Air,Landing (descent or approach),Jacobkondre Sipaliwini,10,Human factor,2001,,,,,,,,
2/11/2001,Indonesian Air Force - TNI-AU Tentara Nasional Indonesia - Angkatan Udara,Takeoff (climb),Pondok Cabe Banten,0,Unknown,2001,,,,,,,,
2/13/2001,Donald R. Robertson,Landing (descent or approach),Talladega Alabama,5,Human factor,2001,,,,,,,,
2/14/2001,Unifly,Landing (descent or approach),Kousséri Far North,3,Human factor,2001,,,,,,,,
2/19/2001,Angola Air Force - Força Aérea Nacional Angolana,Takeoff (climb),Luena Moxico,0,Unknown,2001,,,,,,,,
2/19/2001,Colombian National Army - Ejército Nacional de Colombia,Landing (descent or approach),Puerto López Meta,8,Human factor,2001,,,,,,,,
2/20/2001,Confidential Management Services,Takeoff (climb),Mac Gillivray California,1,Human factor,2001,,,,,,,,
2/20/2001,Aéropro,Landing (descent or approach),Val d'Or Quebec,0,Human factor,2001,,,,,,,,
2/22/2001,Sete Taxi Aéreo,Takeoff (climb),Varginha-Major-Brigadeiro Trompowsky Minas Gerais,0,Technical failure,2001,,,,,,,,
2/26/2001,Marlin Air,Landing (descent or approach),Sault Sainte Marie Michigan,0,Human factor,2001,,,,,,,,
2/27/2001,Loganair,Takeoff (climb),Edinburgh Midlothian (County of Edinburgh),2,Technical failure,2001,,,,,,,,
3/3/2001,Thai Airways International,Parking,Bangkok-Don Mueang Bangkok City District,1,Technical failure,2001,,,,,,,,
3/3/2001,Florida National Guard,Flight,Unadilla Georgia,21,Weather,2001,,,,,,,,
3/6/2001,Gwen Bloomingdale,Flight,Vestmannaeyjar Southern Region (Suðurland),2,Weather,2001,,,,,,,,
3/7/2001,Skymaster Airlines,Landing (descent or approach),São Paulo-Guarulhos São Paulo,0,Human factor,2001,,,,,,,,
3/11/2001,Express One International,Landing (descent or approach),Kolonia Pohnpei Island,0,Human factor,2001,,,,,,,,
3/14/2001,Saxon Wings,Landing (descent or approach),Lanseria Gauteng,0,Human factor,2001,,,,,,,,
3/15/2001,Jim Hankins Air Service,Landing (descent or approach),Donalsonville Georgia,0,Technical failure,2001,,,,,,,,
3/17/2001,SAL Express,Landing (descent or approach),Lubango Huíla,16,Human factor,2001,,,,,,,,
3/22/2001,Tulip Air,Takeoff (climb),Orléans-Loiret (Saint-Denis-de-l'Hôtel) Loiret,0,Human factor,2001,,,,,,,,
3/23/2001,Luxor Air,Landing (descent or approach),Monrovia-Roberts Margibi (Gibi & Marshall),0,Human factor,2001,,,,,,,,
3/24/2001,Air Caraïbes,Landing (descent or approach),Saint-Barthélemy-Rémy de Haenen (Saint-Jean-Gustave III) Saint-Barthélemy,20,Human factor,2001,,,,,,,,
3/26/2001,Merpati Nusantara Airlines - MNA,Landing (descent or approach),Surabaya-Juanda East Java,3,Human factor,2001,,,,,,,,
3/26/2001,United States Army,Landing (descent or approach),Nuremberg Bavaria,2,Unknown,2001,,,,,,,,
3/26/2001,Technical Leasing,Takeoff (climb),Denver-Centennial Colorado,1,Human factor,2001,,,,,,,,
3/29/2001,Avjet,Landing (descent or approach),Aspen-Pitkin County-Sardy Field Colorado,18,Human factor,2001,,,,,,,,
3/31/2001,Bishop Aviation,Takeoff (climb),Decatur Texas,0,Human factor,2001,,,,,,,,
3/31/2001,Crosco,Landing (descent or approach),Marco Island Florida,1,Human factor,2001,,,,,,,,
4/2/2001,Travelers Solution,Takeoff (climb),Green Bay Wisconsin,1,Human factor,2001,,,,,,,,
4/4/2001,Roblex Aviation,Takeoff (climb),San Juan-Luis Muñoz Marín (Isla Verde) All Puerto Rico,0,Human factor,2001,,,,,,,,
4/4/2001,Royal Aviation,Landing (descent or approach),Saint John's Newfoundland & Labrador,0,Human factor,2001,,,,,,,,
4/4/2001,Sudanese Air Force - Al Quwwat al-Jawwiya As-Sudaniya,Takeoff (climb),Adar Yeil Upper Nile (<U+0623><U+0639><U+0627><U+0644><U+064A> <U+0627><U+0644><U+0646><U+064A><U+0644>),14,Weather,2001,,,,,,,,
4/5/2001,Servicio Autónomo de Transporte Aéreo - SATA,Flight,Las Majaguas Portuguesa,0,Technical failure,2001,,,,,,,,
4/7/2001,Alberta Central Airways,Landing (descent or approach),Grande Prairie Alberta,0,Human factor,2001,,,,,,,,
4/9/2001,LK Aero Corporation,Takeoff (climb),Vero Beach Florida,2,Human factor,2001,,,,,,,,
4/10/2001,Reefwatch Air Tours,Flight,Thornton Peak Queensland,4,Human factor,2001,,,,,,,,
4/10/2001,Air West - Equatorial Guinea,Takeoff (climb),Nouadhibou Dakhlet Nouadhibou,0,Technical failure,2001,,,,,,,,
4/14/2001,North Net,Takeoff (climb),Tembo Bandundu,0,Technical failure,2001,,,,,,,,
4/15/2001,Private Colombian,Landing (descent or approach),Caucasia Antioquia,1,Unknown,2001,,,,,,,,
4/18/2001,Dart Airlines,Takeoff (climb),Ostend West Flanders,0,Technical failure,2001,,,,,,,,
4/23/2001,ROSTO,Takeoff (climb),Kobyay Republic of Yakutia (Sakha),0,Human factor,2001,,,,,,,,
4/25/2001,Adygeya-Avia,Flight,Nekrasovskaya Krasnodar Krai,0,Human factor,2001,,,,,,,,
4/26/2001,Federal Express - FedEx,Takeoff (climb),Plattsburgh New York,0,Human factor,2001,,,,,,,,
4/26/2001,Texas Air Charters,Landing (descent or approach),Del Rio Texas,1,Human factor,2001,,,,,,,,
4/27/2001,Virazh,Takeoff (climb),Novoaleksandrovsk Stavropol Krai,0,Human factor,2001,,,,,,,,
4/28/2001,Les Grands Jorasses,Flight,Roque Pérez Buenos Aires province,10,Weather,2001,,,,,,,,
4/29/2001,Alan McVinish,Flight,Nagambie Victoria,1,Human factor,2001,,,,,,,,
5/1/2001,Jerry L. Fambrough,Flight,The Woodlands Texas,2,Technical failure,2001,,,,,,,,
5/5/2001,Northeast Equipment Leasing Corporation,Landing (descent or approach),Nahant Massachusetts,0,Human factor,2001,,,,,,,,
5/5/2001,Max Schaldach,Takeoff (climb),Nuremberg Bavaria,1,Human factor,2001,,,,,,,,
5/5/2001,Federal Express - FedEx,Landing (descent or approach),Steamboat Springs-Bob Adams Colorado,1,Human factor,2001,,,,,,,,
5/10/2001,Angola Air Charter,Landing (descent or approach),Nzagi Lunda Norte,0,Human factor,2001,,,,,,,,
5/13/2001,City Wings,Flight,Pena Pobre All Puerto Rico,1,Human factor,2001,,,,,,,,
5/14/2001,CMH Investments,Flight,San Jon New Mexico,1,Human factor,2001,,,,,,,,
5/15/2001,Chrome Air,Landing (descent or approach),Lagos-Murtala Muhammed Lagos,0,Human factor,2001,,,,,,,,
5/16/2001,Turkish Air Force - Türk Hava Kuvvetleri,Flight,Akçadag Eastern Anatolia Region (Dogu Anadolu Bölgesi),34,Unknown,2001,,,,,,,,
5/17/2001,Líneas Aéreas del Estado - LADE,Takeoff (climb),Mendoza-El Plumerillo Mendoza,5,Technical failure,2001,,,,,,,,
5/17/2001,Qeshm Airlines,Landing (descent or approach),Sari Mazandaran,30,Human factor,2001,,,,,,,,
5/18/2001,Executive Fliteways,Landing (descent or approach),Ronkonkoma-Long Island-McArthur Field New York,0,Technical failure,2001,,,,,,,,
5/18/2001,Turkish Coast Guard - Sahil Güvenlik,Takeoff (climb),Ankara-Mürted AFB (Akinci) Central Anatolia Region (Iç Anadolu Bölgesi),4,Human factor,2001,,,,,,,,
5/22/2001,Russian Air Force - Voyenno-vozdushnye sily Rossii,Takeoff (climb),Myakotino Tver oblast,7,Technical failure,2001,,,,,,,,
5/22/2001,First Air,Landing (descent or approach),Yellowknife Northwest Territories,0,Human factor,2001,,,,,,,,
5/23/2001,American Airlines,Landing (descent or approach),Dallas-Fort Worth Texas,0,Technical failure,2001,,,,,,,,
5/27/2001,Lake Mead Air,Landing (descent or approach),Kanab Utah,0,Human factor,2001,,,,,,,,
6/2/2001,ROSTO,Flight,Volzhsky Volgograd oblast,3,Human factor,2001,,,,,,,,
6/3/2001,Falcon Communications,Landing (descent or approach),Jackson-McKellar Sipes Tennessee,5,Technical failure,2001,,,,,,,,
6/3/2001,Southern Aircraft Consultancy,Flight,Gratwich Staffordshire,0,Technical failure,2001,,,,,,,,
6/5/2001,Oliveira e Silva Táxi Aéreo,Landing (descent or approach),São Paulo-Congonhas São Paulo,1,Technical failure,2001,,,,,,,,
6/5/2001,846234 Ontario,Takeoff (climb),Charlottetown Prince Edward Island,3,Human factor,2001,,,,,,,,
6/6/2001,Taxi Aéreo Weiss,Landing (descent or approach),Curitiba-Bacacheri Paraná,0,Human factor,2001,,,,,,,,
6/7/2001,NASA - National Aeronautics %26 Space Administration,Landing (descent or approach),Victorville California,0,Human factor,2001,,,,,,,,
6/7/2001,Aerope 3S Aviation,Landing (descent or approach),Santiago de Compostela Galicia,0,Human factor,2001,,,,,,,,
6/10/2001,John M. White,Flight,Cerrillos New Mexico,2,Human factor,2001,,,,,,,,
6/12/2001,Avcon Industries,Landing (descent or approach),Salina Kansas,0,Human factor,2001,,,,,,,,
6/13/2001,Soltuca,Landing (descent or approach),Fort Lauderdale-Hollywood Florida,1,Technical failure,2001,,,,,,,,
6/14/2001,Wideroe - Wideroe's Flyveselskap,Landing (descent or approach),Båtsfjord Finnmark,0,Human factor,2001,,,,,,,,
6/14/2001,Fieldair,Takeoff (climb),Gisborne Gisborne District Council,1,Human factor,2001,,,,,,,,
6/14/2001,FL25 Aviation,Landing (descent or approach),Stockton California,0,Technical failure,2001,,,,,,,,
6/16/2001,Manunggal Air,Landing (descent or approach),Jayapura-Sentani Special Region of Papua,1,Technical failure,2001,,,,,,,,
6/16/2001,Network Aviation Services,Flight,Ikorodu Lagos,2,Technical failure,2001,,,,,,,,
6/18/2001,Israir,Landing (descent or approach),Tel Aviv-Ben Gurion Tel Aviv District,0,Technical failure,2001,,,,,,,,
6/25/2001,Airtex Aviation,Landing (descent or approach),Cootamundra New South Wales,0,Technical failure,2001,,,,,,,,
6/26/2001,Parachutisme 74,Landing (descent or approach),Annemasse Haute-Savoie,0,Technical failure,2001,,,,,,,,
7/4/2001,Vladivostok Avia - Vladivostok Air,Landing (descent or approach),Burdakovka Irkutsk oblast,145,Human factor,2001,,,,,,,,
7/6/2001,Maxfly Aviation,Flight,Fort Lauderdale Florida,0,Technical failure,2001,,,,,,,,
7/6/2001,Air Transat,Flight,Lyon-Saint Exupéry (ex Satolas) Rhône,0,Weather,2001,,,,,,,,
7/7/2001,Northwest Flying,Flight,Nestor Falls Ontario,1,Human factor,2001,,,,,,,,
7/8/2001,Access Air,Flight,Sea of Okhotsk All Russia,0,Technical failure,2001,,,,,,,,
7/8/2001,Cape Air,Takeoff (climb),Boston-Logan Massachusetts,0,Human factor,2001,,,,,,,,
7/10/2001,Línea Aérea Amaszonas,Flight,Viacha La Paz,0,Technical failure,2001,,,,,,,,
7/12/2001,Overtec,Takeoff (climb),Puerto Cabello Carabobo,13,Technical failure,2001,,,,,,,,
7/12/2001,Belgavia-PANKh,Flight,Veydelev Belgorod oblast,0,Human factor,2001,,,,,,,,
7/14/2001,Russ Air Transport,Takeoff (climb),Moscow-Chkalovsky Moscow oblast,10,Human factor,2001,,,,,,,,
7/15/2001,David I. Laskin,Landing (descent or approach),Stow-Minute Man Air Field Massachusetts,0,Human factor,2001,,,,,,,,
7/20/2001,Great Barrier Airlines,Landing (descent or approach),North Shore Auckland Council,0,Weather,2001,,,,,,,,
7/21/2001,William C. Plate,Flight,Black Mountain North Carolina,1,Human factor,2001,,,,,,,,
7/24/2001,Transtel,Takeoff (climb),N'Djamena N'Djamena Capital City,0,Weather,2001,,,,,,,,
7/27/2001,Xinjiang General Aviation,Flight,China All China,0,Unknown,2001,,,,,,,,
7/28/2001,Munir H. Abbasy,Landing (descent or approach),Westfield-Barnes Massachusetts,1,Human factor,2001,,,,,,,,
8/1/2001,Bankair,Landing (descent or approach),Hilton Head South Carolina,1,Human factor,2001,,,,,,,,
8/1/2001,Yemenia Yemen Airways,Landing (descent or approach),Asmara Maekel,0,Unknown,2001,,,,,,,,
8/1/2001,Air Rainbow Mid-Coast,Landing (descent or approach),Minstrel Island British Columbia,0,Technical failure,2001,,,,,,,,
8/5/2001,Naske Air,Landing (descent or approach),Narsarsuaq Kommune Kujalleq,3,Human factor,2001,,,,,,,,
8/9/2001,Roeder-Johnson Corporation,Landing (descent or approach),Rock Springs Wyoming,0,Technical failure,2001,,,,,,,,
8/9/2001,Warren Manufacturing,Landing (descent or approach),Sandersville-Kaolin Georgia,0,Human factor,2001,,,,,,,,
8/13/2001,Wahkash Contracting,Flight,Mackenzie Lake British Columbia,5,Human factor,2001,,,,,,,,
8/14/2001,Air Nunavut,Landing (descent or approach),Kuujjuaq (ex Fort Chimo) Quebec,0,Unknown,2001,,,,,,,,
8/23/2001,Saudi Arabian Airlines - SAUDIA,Taxiing,Kuala Lumpur Federal Territory of Kuala Lumpur,0,Human factor,2001,,,,,,,,
8/23/2001,Klinck Store N°3 Inc.,Takeoff (climb),Bulverde Texas,1,Human factor,2001,,,,,,,,
8/23/2001,Gran Propeller - Victoria Air,Flight,Bukavu Sud-Kivu,4,Technical failure,2001,,,,,,,,
8/24/2001,Middletown Corporate Aviation,Landing (descent or approach),Piqua Ohio,1,Human factor,2001,,,,,,,,
8/24/2001,Ameristar Jet Charter,Takeoff (climb),Ithaca-Tompkins New York,2,Human factor,2001,,,,,,,,
8/25/2001,Blackhwak International Airways,Takeoff (climb),Marsh Harbour Central Abaco,9,Human factor,2001,,,,,,,,
8/27/2001,CDF Aviation - California Department of Forestry - Cal Fire,Flight,Hopland California,1,Human factor,2001,,,,,,,,
8/27/2001,CDF Aviation - California Department of Forestry - Cal Fire,Flight,Hopland California,1,Human factor,2001,,,,,,,,
8/28/2001,Grand Aire Express - Executive Aire Express,Landing (descent or approach),Detroit-City (Coleman A. Young) Michigan,0,Human factor,2001,,,,,,,,
8/28/2001,Eagle Aviation - Nigeria,Landing (descent or approach),Libreville Estuaire (Libreville),0,Technical failure,2001,,,,,,,,
8/29/2001,Greatland Air Cargo,Landing (descent or approach),Port Alsworth Alaska,0,Human factor,2001,,,,,,,,
8/29/2001,Binter Mediterraneo,Landing (descent or approach),Málaga Andalusia,4,Human factor,2001,,,,,,,,
8/30/2001,Air Euro Trans,Takeoff (climb),Carcassonne Aude,0,Technical failure,2001,,,,,,,,
8/31/2001,Air Wemindji,Flight,La Grande Quebec,0,Technical failure,2001,,,,,,,,
9/5/2001,Panda Air,Takeoff (climb),Reading Pennsylvania,1,Technical failure,2001,,,,,,,,
9/6/2001,AeroLitoral,Landing (descent or approach),Tijuana-General Abelardo L. Rodríguez Baja California,0,Technical failure,2001,,,,,,,,
9/7/2001,Equaflight Service,Landing (descent or approach),Lubumbashi Katanga,0,Technical failure,2001,,,,,,,,
9/8/2001,Private New Zealand,Takeoff (climb),Waiotira Northland Regional Council,0,Human factor,2001,,,,,,,,
9/11/2001,United Airlines,Flight,Shanksville Pennsylvania,45,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
9/11/2001,American Airlines,Flight,Washington DC District of Columbia,64,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
9/11/2001,United Airlines,Flight,New York New York,65,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
9/11/2001,American Airlines,Flight,New York New York,92,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
9/12/2001,Aero Ferinco,Takeoff (climb),Chichén Itzá Yucatán,19,Technical failure,2001,,,,,,,,
9/12/2001,Tamalik Air,Takeoff (climb),Otter Creek (Goose Bay) Newfoundland & Labrador,0,Unknown,2001,,,,,,,,
9/13/2001,Aircraft Guaranty Corporation Trustee,Takeoff (climb),Swan Lake Yukon,3,Other causes,2001,,,,,,,,
9/14/2001,SkyLink Express - Canada,Takeoff (climb),Saint John's Newfoundland & Labrador,0,Unknown,2001,,,,,,,,
9/16/2001,VARIG - Viação Aérea Rio Grandense,Landing (descent or approach),Goiânia Goiás,0,Human factor,2001,,,,,,,,
9/18/2001,Atlantic Airlines,Takeoff (climb),Guatemala City-La Aurora Guatemala,8,Human factor,2001,,,,,,,,
9/20/2001,Max Aviation - Canada,Landing (descent or approach),Kuujjuaq (ex Fort Chimo) Quebec,0,Human factor,2001,,,,,,,,
9/21/2001,Aeroflot - Russian International Airlines,Landing (descent or approach),Dubai Dubai,0,Human factor,2001,,,,,,,,
9/22/2001,Fundação Nacional do Índio - FUNAI,Flight,Bujari Acre,0,Technical failure,2001,,,,,,,,
9/23/2001,Petropavlosvk-Khamchatsky Air Enterprise,Landing (descent or approach),Tigil Kamchatka Krai,0,Human factor,2001,,,,,,,,
9/24/2001,Key Lime Air,Flight,Pagosa Springs-Stevens Field Colorado,2,Human factor,2001,,,,,,,,
9/24/2001,Association Ouest Promotion,Landing (descent or approach),Antananarivo-Ivato Antananarivo Province,7,Technical failure,2001,,,,,,,,
9/25/2001,Northern Air Cargo,Landing (descent or approach),Nuiqsut Alaska,0,Human factor,2001,,,,,,,,
9/27/2001,Brazilian Air Force - Força Aérea Brasileira,Landing (descent or approach),Campo dos Afonsos AFB Rio de Janeiro,9,Human factor,2001,,,,,,,,
9/29/2001,Potter %26 Son,Landing (descent or approach),Marshfield Wisconsin,3,Human factor,2001,,,,,,,,
9/30/2001,Birla Global Finance,Flight,Mainpuri Uttar Pradesh,8,Weather,2001,,,,,,,,
10/4/2001,Sibir Airlines,Flight,Black Sea All World,78,"Terrorism act, Hijacking, Sabotage",2001,,,,,,,,
10/6/2001,Alrosa Aviakompania,Flight,Polyarny Republic of Yakutia (Sakha),0,Weather,2001,,,,,,,,
10/8/2001,Air Saint-Maurice,Landing (descent or approach),Mollet Lake Quebec,3,Human factor,2001,,,,,,,,
10/8/2001,Scandinavian Airlines System - SAS,Takeoff (climb),Milan-Linate Lombardy,114,Human factor,2001,,,,,,,,
10/8/2001,Air Evex,Taxiing,Milan-Linate Lombardy,4,Human factor,2001,,,,,,,,
10/9/2001,J %26 D Aircraft Sales,Landing (descent or approach),Dallas-Love Field Texas,0,Human factor,2001,,,,,,,,
10/10/2001,Flightline - Spain,Flight,Columbretes Islands Valencian Community,10,Weather,2001,,,,,,,,
10/10/2001,PenAir - Peninsula Airways - Alaska Airlines Commuter,Takeoff (climb),Dillingham Alaska,10,Weather,2001,,,,,,,,
10/11/2001,Perimeter Aviation,Landing (descent or approach),Shamattawa Manitoba,2,Human factor,2001,,,,,,,,
10/13/2001,Mach 1 Aircraft,Landing (descent or approach),Temecula-French Valley California,0,Human factor,2001,,,,,,,,
10/15/2001,Deh Cho Air,Landing (descent or approach),Fort Liard Northwest Territories,3,Human factor,2001,,,,,,,,
10/16/2001,ACE Air Cargo,Landing (descent or approach),Bethel Alaska,0,Human factor,2001,,,,,,,,
10/16/2001,Pacific Air Express - Solomon Islands,Landing (descent or approach),Honiara All Solomon Islands,0,Human factor,2001,,,,,,,,
10/17/2001,Pakistan International Airlines - PIA,Landing (descent or approach),Dubai Dubai,0,Technical failure,2001,,,,,,,,
10/21/2001,Kyrgyzstan Airlines - Kyrgyzstan Aba Zholdoru,Takeoff (climb),Osh Osh City,0,Unknown,2001,,,,,,,,
10/25/2001,Williams Patent Crusher %26 Pulverizer Company,Landing (descent or approach),Chesterfield-Spirit of St Louis Missouri,0,Human factor,2001,,,,,,,,
10/26/2001,American Jet International,Landing (descent or approach),Ciudad Victoria Tamaulipas,0,Technical failure,2001,,,,,,,,
11/2/2001,Transafrican Aviation,Takeoff (climb),Johannesburg-Oliver Reginald Tambo (Jan Smuts) Gauteng,3,Other causes,2001,,,,,,,,
11/12/2001,Cage Acquisitions,Landing (descent or approach),Graham Texas,4,Human factor,2001,,,,,,,,
11/12/2001,American Airlines,Takeoff (climb),Belle Harbor New York,265,Human factor,2001,,,,,,,,
11/13/2001,Richard C. Runyon,Takeoff (climb),Santa Monica California,2,Human factor,2001,,,,,,,,
11/19/2001,IRS Aero,Flight,Kalyazin Tver oblast,27,Technical failure,2001,,,,,,,,
